salary,job_url,job_enterprise,date,job_place,job_name
15000-19999/月,http://jobs.51job.com/dongguan/77709674.html?s=0,广东心域广告传媒有限公司,11-08,东莞,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/shenzhen/73818131.html?s=0,深圳中泓在线股份有限公司,11-08,深圳,大数据挖掘工程师
10000-14999/月,http://jobs.51job.com/hangzhou-gsq/73848767.html?s=0,浙江汇信科技有限公司,11-08,杭州-拱墅区,数据挖掘工程师
30-40万/年,http://jobs.51job.com/shenzhen-nsq/79127745.html?s=0,中腾信金融信息服务（上海）有限公司,11-08,深圳-南山区,机器学习工程师/数据挖掘/算法
10000-14999/月,http://jobs.51job.com/changsha/77690170.html?s=0,湖南中科新域科技有限公司,11-08,长沙,大数据挖掘专家
10000-14999/月,http://jobs.51job.com/shanghai-pdxq/74770832.html?s=0,天翼视讯传媒有限公司,11-08,上海-浦东新区,数据挖掘工程师
10000-20000/月,http://jobs.51job.com/guangzhou/75241580.html?s=0,彩讯科技股份有限公司,11-08,广州,数据挖掘工程师
7000-10000/月,http://jobs.51job.com/dongguan/82207080.html?s=0,东莞市糖酒集团美宜佳便利店有限公司,11-08,东莞,数据挖掘师
6000-12000/月,http://jobs.51job.com/guangzhou-thq/81237392.html?s=0,广州海晟科技有限公司,11-08,广州-天河区,数据挖掘工程师
10000-15000/月,http://jobs.51job.com/shanghai/82157199.html?s=0,点融网,11-08,上海,数据挖掘/算法工程师-CR2017-SH2905
10000-14999/月,http://jobs.51job.com/shanghai-hkq/77295448.html?s=0,上海脉否投资管理有限公司,11-08,上海-虹口区,高级JAVA数据挖掘开发工程师
15000-30000/月,http://jobs.51job.com/beijing/75240510.html?s=0,西安美林数据技术股份有限公司,11-08,北京,数据挖掘算法工程师
10000-20000/月,http://jobs.51job.com/shenzhen-nsq/78888585.html?s=0,深圳市长亮科技股份有限公司,11-08,深圳-南山区,银行高级数据挖掘分析岗
12000-17000/月,http://jobs.51job.com/fuzhou/81202451.html?s=0,上海博登信息科技有限公司,11-08,福州,数据挖掘算法工程师（福州）
20000-30000/月,http://jobs.51job.com/beijing-hdq/79662721.html?s=0,北京点石经纬科技有限公司,11-08,北京-海淀区,数据挖掘工程师
10000-20000/月,http://jobs.51job.com/hangzhou/67547689.html?s=0,杭州博盾习言科技有限公司,11-08,杭州,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing/67921087.html?s=0,同方知网（北京）技术有限公司,11-08,北京,数据挖掘工程师
4000-8000/月,http://jobs.51job.com/hefei-gxq/81321915.html?s=0,合肥天源迪科信息技术有限公司,11-08,合肥-高新区,校园招聘-数据挖掘工程师
6000-15000/月,http://jobs.51job.com/jinan/80274311.html?s=0,山东全息信息科技有限公司,11-08,济南,数据挖掘岗
10000-14999/月,http://jobs.51job.com/guangzhou-thq/69451190.html?s=0,广东康爱多连锁药店有限公司,11-08,广州-天河区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/chengdu/41664666.html?s=0,深圳天源迪科信息技术股份有限公司成都办事处,11-08,成都,数据挖掘工程师
8000-9999/月,http://jobs.51job.com/guangzhou-thq/76438302.html?s=0,广州天源迪科信息技术有限公司,11-08,广州-天河区,数据挖掘工程师(初/中/高)
6000-8000/月,http://jobs.51job.com/guiyang/83055442.html?s=0,贵州合友天成信息科技有限公司,11-08,贵阳,数据分析师（数据挖掘）
15000-18000/月,http://jobs.51job.com/beijing-dcq/82959604.html?s=0,深圳天源迪科信息技术股份有限公司北京办事处,11-08,北京-东城区,数据挖掘工程师
25000-29999/月,http://jobs.51job.com/beijing-hdq/81716644.html?s=0,汽车之家,11-08,北京-海淀区,高级数据挖掘工程师
8000-9999/月,http://jobs.51job.com/guiyang/73952111.html?s=0,四川合友科技有限公司,11-08,异地招聘,数据分析师（数据挖掘）
4500-5999/月,http://jobs.51job.com/tianjin/81889925.html?s=0,天津红日药业股份有限公司,11-08,天津,数据挖掘工程师-天津-2017(J10594)
20000-35000/月,http://jobs.51job.com/shanghai-xhq/72349195.html?s=0,上海银橙文化传媒股份有限公司,11-08,上海-徐汇区,数据挖掘架构师（机器学习/职位编号：YC-F050014）
10000-14999/月,http://jobs.51job.com/shanghai-xhq/81641505.html?s=0,Avazu Holding,11-08,上海-徐汇区,机器学习/数据挖掘工程师（仅限2017届毕业生）
10000-14999/月,http://jobs.51job.com/guangzhou-yxq/70377594.html?s=0,南京烽火星空通信发展有限公司,11-08,广州-越秀区,大数据分析工程师（数据挖掘）
10000-14999/月,http://jobs.51job.com/beijing-ftq/73316068.html?s=0,北京一路捞互联网科技有限公司,11-08,北京-丰台区,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/hangzhou/83047539.html?s=0,巴卡斯科技（北京）有限公司杭州分公司,11-08,杭州,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/beijing-hdq/82240623.html?s=0,北京多牛互动传媒股份有限公司,11-08,北京-海淀区,数据挖掘分析工程师
15000+ /月,http://jobs.51job.com/guangzhou/79664620.html?s=0,广州杰赛科技股份有限公司,11-08,广州,高级数据挖掘工程师
1500以下/月,http://jobs.51job.com/fuzhou-tjq/82588098.html?s=0,智恒科技股份有限公司,11-08,福州-台江区,数据挖掘工程师(实习、全职)
10000-15000/月,http://jobs.51job.com/hefei-gxq/74726001.html?s=0,科大讯飞股份有限公司,11-08,合肥-高新区,大数据研究院-数据挖掘算法工程师-合肥
Null,http://jobs.51job.com/beijing-ftq/81101086.html?s=0,房天下（北京）,11-08,北京-丰台区,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/shanghai-xhq/69047216.html?s=0,游族网络,11-08,上海-徐汇区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/hangzhou-jgq/39463601.html?s=0,浙江鸿程计算机系统有限公司,11-08,杭州-江干区,数据挖掘与分析工程师
20000-24999/月,http://jobs.51job.com/shenzhen-nsq/72641995.html?s=0,广东明阳风电产业集团有限公司,11-08,深圳-南山区,数据挖掘工程师
50000-100000/年,http://jobs.51job.com/beijing-cyq/80611261.html?s=0,YOHO!有货（江苏）商贸服务有限公司,11-08,北京-朝阳区,数据挖掘工程师（应届毕业生/实习生）
15-30/月,http://jobs.51job.com/beijing/75903715.html?s=0,竞技世界（北京）网络技术有限公司,11-08,北京,数据挖掘工程师(TSC)(000620)(000695)
15000-19999/月,http://jobs.51job.com/shenzhen-nsq/78464939.html?s=0,深圳市迅雷网络技术有限公司,11-08,深圳-南山区,账号支付-数据挖掘工程师
25000-29999/月,http://jobs.51job.com/hangzhou/82368080.html?s=0,网易集团,11-08,杭州,资深数据挖掘工程师-新美事业部002
10000-14999/月,http://jobs.51job.com/beijing/77692351.html?s=0,神州数码信息服务股份有限公司,11-08,北京,数据挖掘工程师(005661)
4000-7000/月,http://paic.51job.com/sc/show_job_detail.php?jobid=77914169,中国平安财产保险股份有限公司,11-08,成都-青羊区,数据挖掘与分析岗
13000-25000/月,http://jobs.51job.com/beijing-cyq/76086459.html?s=0,宜信公司,11-08,北京-朝阳区,数据挖掘工程师
6000-30000/月,http://jobs.51job.com/shenzhen/66165156.html?s=0,平安科技（深圳）有限公司,11-08,深圳,数据挖掘工程师（深圳）
Null,http://jobs.51job.com/beijing/83075063.html?s=0,阿里巴巴集团,11-08,北京,神马搜索-数据挖掘工程师
15000-19999/月,http://career.h3c.com/sc/show_job_detail.php?jobid=79788137,杭州华三通信技术有限公司,11-08,杭州,高级数据挖掘工程师
40-50万/年,http://jobs.51job.com/shenzhen-lhq/82458714.html?s=0,中信银行信用卡中心,11-08,深圳-罗湖区,数据挖掘(002452)
10000-14999/月,http://jobs.51job.com/shanghai-xhq/77581420.html?s=0,深圳前海征信中心股份有限公司,11-08,上海-徐汇区,数据挖掘
Null,http://jobs.51job.com/shanghai-xhq/77368994.html?s=0,平安养老保险股份有限公司,11-08,上海-徐汇区,管理系统-数据挖掘高级工程师
10000-14999/月,http://jobs.51job.com/changsha-ylq/80000975.html?s=0,亚信科技（中国）有限公司,11-08,长沙-岳麓区,BI-数据探索产品-数据挖掘工程师-长沙
10000-18000/月,http://jobs.51job.com/xian/79952576.html?s=0,亚信数据BDX,11-08,西安,数据挖掘工程师
30000-39999/月,http://jobs.51job.com/beijing-cyq/83128480.html?s=0,北京悦畅科技有限公司,11-08,北京-朝阳区,高级数据挖掘工程师
15000-19999/月,http://jobs.51job.com/guangzhou-thq/83127049.html?s=0,广州荞麦信息科技有限公司,11-08,广州-天河区,本科数据挖掘学徒
15000-25000/月,http://jobs.51job.com/shanghai-pdxq/83122522.html?s=0,上海理世机器人科技有限公司,11-08,上海-浦东新区,数据挖掘工程师
10-15/月,http://jobs.51job.com/shanghai-hkq/81888657.html?s=0,上海华腾软件系统有限公司,11-07,上海-虹口区,数据挖掘/建模
15000-25000/月,http://jobs.51job.com/shenzhen-lhq/80812818.html?s=0,深圳奇迹智慧网络有限公司,11-07,深圳-罗湖区,数据挖掘分析工程师
7000+ /月,http://jobs.51job.com/chongqing-ybq/76674683.html?s=0,重庆大数据研究院有限公司,11-07,重庆-渝北区,大数据研发工程师（数据挖掘）
15000-18000/月,http://jobs.51job.com/guangzhou-thq/82115704.html?s=0,广东万丈金数信息技术股份有限公司,11-07,广州-天河区,算法与数据挖掘工程师
8000-9999/月,http://jobs.51job.com/guangzhou/80160020.html?s=0,广州数鹏通科技有限公司,11-07,广州,数据挖掘工程师
10-15万/年,http://jobs.51job.com/ningbo-jdq/77815721.html?s=0,宁波中经科技发展有限公司,11-07,宁波-江东区,大数据挖掘工程师
8000-15000/月,http://jobs.51job.com/wuhan/82177525.html?s=0,武汉烽火众智数字技术有限责任公司,11-07,武汉,数据挖掘工程师
15000-30000/月,http://jobs.51job.com/shenzhen-nsq/82141124.html?s=0,深圳市牛鼎丰科技有限公司,11-07,深圳-南山区,高级数据挖掘工程师
8000-20000/月,http://jobs.51job.com/guangzhou/80461021.html?s=0,浩云科技股份有限公司,11-07,广州,数据挖掘工程师
10000-18000/月,http://jobs.51job.com/nanjing-jnq/66439675.html?s=0,南京中新赛克科技有限责任公司,11-07,南京-江宁区,全文检索&数据挖掘研发工程师
20000-24999/月,http://jobs.51job.com/beijing-xcq/81092321.html?s=0,北京腾信卓越咨询有限公司,11-07,北京-西城区,Oracle BIEE平台数据挖掘项目开发（BFGY-ZH）
10000-14999/月,http://jobs.51job.com/beijing-cyq/78780847.html?s=0,北京神州泰岳软件股份有限公司,11-07,北京-朝阳区,数据挖掘工程师-信息安全-研发一部
20000-24999/月,http://jobs.51job.com/beijing-hdq/82883749.html?s=0,百度在线网络技术（北京）有限公司,11-07,北京-海淀区,金融平台部_数据挖掘工程师
20000-24999/月,http://jobs.51job.com/guangzhou-thq/82801001.html?s=0,广州舜飞信息科技股份有限公司,11-07,广州-天河区,数据挖掘工程师
8000-9999/月,http://jobs.51job.com/shanghai/80723819.html?s=0,WeX微汇金融,11-07,上海,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing/64028057.html?s=0,北京中视广信科技有限公司,11-07,北京,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/guangzhou-hzq/79889715.html?s=0,广州云湾信息技术有限公司,11-07,广州-海珠区,数据分析师/数据挖掘（研发方向）
15000-19999/月,http://jobs.51job.com/beijing/81858820.html?s=0,NEC（中国）有限公司,11-07,北京,数据挖掘研究员（中国研究院）
15000-19999/月,http://jobs.51job.com/beijing/80173794.html?s=0,龙信数据（北京）有限公司,11-07,北京,数据挖掘工程师(zs)
10000-14999/月,http://jobs.51job.com/tianjin-nkq/76086598.html?s=0,天津普瑞智能科技有限公司,11-07,天津-南开区,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/hangzhou-xhq/83070669.html?s=0,杭州沃呗网络科技有限公司,11-07,杭州-西湖区,数据挖掘工程师
10-15万/年,http://jobs.51job.com/hangzhou-yhq/78468239.html?s=0,杭州云分身机器人科技有限公司,11-07,杭州-余杭区,数据挖掘/机器学习算法工程师
6000-7999/月,http://jobs.51job.com/beijing/78299556.html?s=0,大连雅谷信息科技有限公司,11-07,异地招聘,数据挖掘工程师
6000-12000/月,http://jobs.51job.com/hangzhou-xhq/82045802.html?s=0,杭州数聚科技有限公司,11-07,杭州-西湖区,建模工程师（数据挖掘、分析）
2000-4000/月,http://jobs.51job.com/hangzhou-jgq/81945779.html?s=0,杭州有数金融信息服务有限公司,11-07,杭州-江干区,数据挖掘工程师（实习生）
8000-15000/月,http://jobs.51job.com/nanjing-yhtq/80688316.html?s=0,南京茂毓通软件科技有限公司,11-07,南京-雨花台区,大数据工程师（数据挖掘/机器学习方向）
7000-12000/月,http://jobs.51job.com/changsha-ylq/78610234.html?s=0,益丰大药房连锁股份有限公司-电商事业部,11-07,长沙-岳麓区,数据挖掘算法工程师
10000-20000/月,http://jobs.51job.com/guangzhou-thq/80789635.html?s=0,广州明朝互动科技股份有限公司,11-07,广州-天河区,数据挖掘工程师
20000-30000/月,http://jobs.51job.com/beijing-hdq/74772701.html?s=0,搜狐媒体,11-07,北京-海淀区,集团总部-大数据中心-高级数据挖掘工程师
Null,http://jobs.51job.com/shanghai/81403355.html?s=0,上海中信信息发展股份有限公司,11-07,上海,数据挖掘工程师（上海）
Null,http://jobs.51job.com/shanghai-ptq/82108153.html?s=0,苏州工业园区凌志软件股份有限公司,11-07,异地招聘,2017届研究生实习岗--数据挖掘，算法
20000-35000/月,http://jobs.51job.com/beijing/65378788.html?s=0,宝宝树（北京）信息技术有限公司,11-07,北京,算法&数据挖掘工程师
10000-20000/月,http://jobs.51job.com/shenzhen-nsq/81189412.html?s=0,深圳市北科瑞声科技股份有限公司,11-07,深圳-南山区,文本数据挖掘工程师
300000-1000000/月,http://jobs.51job.com/hangzhou-bjq/76939214.html?s=0,杭州海康威视数字技术股份有限公司,11-07,杭州-滨江区,大数据挖掘算法专家
15000-25000/月,http://jobs.51job.com/hangzhou/71806017.html?s=0,浙江车果网络科技有限公司,11-07,杭州,数据挖掘分析师
15000-30000/月,http://jobs.51job.com/beijing-dcq/83047811.html?s=0,北京惠福康信息咨询有限公司,11-07,北京-东城区,数据挖掘
8000-13000/月,http://jobs.51job.com/guangzhou-thq/77338275.html?s=0,广东亿迅科技有限公司,11-07,广州-天河区,数据挖掘分析工程师
20-30/月,http://jobs.51job.com/guangdongsheng/77332623.html?s=0,奥飞娱乐股份有限公司,11-07,异地招聘,数据挖掘工程师
3000-4499/月,http://jobs.51job.com/shanghai-ypq/68908597.html?s=0,上海合合信息科技发展有限公司,11-07,上海-杨浦区,数据挖掘
15000-19999/月,http://jobs.51job.com/beijing/78762260.html?s=0,微鲸科技有限公司,11-07,异地招聘,数据挖掘算法工程师
6000-7999/月,http://jobs.51job.com/hangzhou/80046571.html?s=0,深圳市中电华星电子技术有限公司,11-07,杭州,数据挖掘/机器学习开发工程师
15000-25000/月,http://jobs.51job.com/guangzhou-thq/81898837.html?s=0,广州多融信息科技有限公司,11-07,广州-天河区,数据挖掘工程师
4000-6000/月,http://jobs.51job.com/hangzhou-xhq/82253277.html?s=0,杭州高脚马科技有限公司,11-07,杭州-西湖区,数据挖掘师
25000-29999/月,http://jobs.51job.com/beijing-cyq/82678066.html?s=0,深圳市车米云图科技有限公司北京互联网科技分公司,11-07,北京-朝阳区,3W/月诚聘 大数据算法工程师 （Hadoop、数据挖掘）
10000-16000/月,http://jobs.51job.com/shenzhen/68265710.html?s=0,深圳市名通科技股份有限公司,11-07,深圳,大数据挖掘工程师（hadoop）
8000-9999/月,http://jobs.51job.com/wuhan-jhq/81308424.html?s=0,湖北公众信息产业有限责任公司,11-07,武汉-江汉区,数据挖掘工程师
8000-9999/月,http://jobs.51job.com/tianjin-xqq/76863141.html?s=0,天津市普迅电力信息技术有限公司,11-07,天津-西青区,数据挖掘
8000-9999/月,http://jobs.51job.com/beijing-cyq/79019030.html?s=0,北京京创曙光科技有限公司,11-07,北京-朝阳区,数据挖掘
12000-24000/月,http://jobs.51job.com/guangzhou/79757655.html?s=0,广州荔枝网络有限公司,11-07,广州,数据挖掘工程师
8000-9999/月,http://jobs.51job.com/beijing-hdq/74542993.html?s=0,北京华如科技股份有限公司,11-07,北京-海淀区,数据挖掘工程师
8000-15000/月,http://jobs.51job.com/shenzhen-nsq/78706654.html?s=0,深圳市视维科技有限公司,11-07,深圳-南山区,数据挖掘工程师
6000-10000/月,http://jobs.51job.com/shanghai-xhq/72430019.html?s=0,北京众标网络科技有限公司,11-07,上海-徐汇区,数据挖掘助理工程师
10000-300000/月,http://jobs.51job.com/hangzhou-xhq/65192820.html?s=0,杭州多准数据技术有限公司,11-07,杭州-西湖区,高级数据挖掘工程师
8000-9999/月,http://jobs.51job.com/chengdu/73503560.html?s=0,四川鑫涞信息工程有限公司,11-07,成都,数据挖掘咨询顾问
100元/天,http://jobs.51job.com/beijing-cyq/82525555.html?s=0,北京美兰德媒体传播策略咨询有限公司,11-07,北京-朝阳区,数据挖掘实习生
10000-14999/月,http://jobs.51job.com/nanjing/82351784.html?s=0,南京校悦汇电子有限公司,11-07,南京,数据挖掘/爬虫工程师
10000-14999/月,http://jobs.51job.com/shenzhen/81620239.html?s=0,深圳华策辉弘科技有限公司,11-07,深圳,Python数据挖掘工程师
15000-19999/月,http://jobs.51job.com/beijing-ftq/82523719.html?s=0,翰竺科技（北京）有限公司,11-07,北京-丰台区,数据挖掘工程师
15-20万/年,http://jobs.51job.com/nantong/76206354.html?s=0,华耀（中国）科技有限公司,11-08,南通,数据智能科学家（金融数据挖掘）
15000-19999/月,http://jobs.51job.com/shanghai-ptq/81542656.html?s=0,上海信桦普企业征信服务有限公司,11-07,上海-普陀区,高级数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing/76532941.html?s=0,北京锐安科技有限公司,11-07,北京,JAVA数据挖掘工程师
20000-40000/月,http://jobs.51job.com/shenzhen/78414585.html?s=0,深圳索信达数据技术股份有限公司,11-07,深圳,数据分析师/数据挖掘师（高级）
8000-16000/月,http://jobs.51job.com/chengdu/74782681.html?s=0,北京思特奇信息技术股份有限公司四川分公司,11-07,成都,大数据业务部门_数据挖掘工程师
7000-15000/月,http://jobs.51job.com/shanghai/72828938.html?s=0,点赞网（dianzan.it）,11-07,上海,数据挖掘
10000-25000/月,http://jobs.51job.com/shanghai-cnq/73957732.html?s=0,上海心麦智能科技有限公司,11-07,上海-长宁区,高级数据挖掘工程师
4000-10000/月,http://jobs.51job.com/nanjing/70111225.html?s=0,孩子王儿童用品股份有限公司,11-07,南京,总部-会员数据挖掘
20000-30000/月,http://jobs.51job.com/shanghai/75495213.html?s=0,上海洋码头网络技术有限公司,11-07,上海,数据挖掘工程师
6000-7999/月,http://jobs.51job.com/beijing-cpq/79771410.html?s=0,北京赛思天成科技有限责任公司,11-07,北京-昌平区,数据挖掘
110000-350000/年,http://jobs.51job.com/shanghai/77201519.html?s=0,上海百联全渠道电子商务有限公司,11-07,上海,数据挖掘工程师
10000-15000/月,http://jobs.51job.com/wuhan-dxhq/68285805.html?s=0,湖北大武传媒科技股份有限公司,11-07,武汉-东西湖区,数据挖掘工程师
5000-15000/月,http://jobs.51job.com/nanjing/80461968.html?s=0,南京合智信息技术有限公司,11-07,南京,数据挖掘工程师
15000-30000/月,http://jobs.51job.com/shanghai/82333432.html?s=0,上海齐家网信息科技股份有限公司,11-07,上海,高级后端工程师（搜索/推荐/数据挖掘方向）
20000-24999/月,http://jobs.51job.com/beijing-hdq/79115214.html?s=0,用友网络科技股份有限公司集团总部,11-07,北京-海淀区,大数据挖掘算法工程师
15000-30000/月,http://jobs.51job.com/beijing-cyq/74042444.html?s=0,北京康智乐思网络科技有限公司,11-07,北京-朝阳区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/suzhou-gyyq/79616559.html?s=0,苏州贝尔塔数据技术有限公司,11-07,苏州-工业园区,数据挖掘工程师
10000-15000/月,http://jobs.51job.com/beijing/72001197.html?s=0,北京北迈科技股份有限公司,11-07,北京,.net工程师（数据挖掘方向）
10000-14999/月,http://jobs.51job.com/nanjing/79765618.html?s=0,瓯伟嘉工贸有限公司,11-07,南京,数据挖掘工程师（南京）
10-20/月,http://jobs.51job.com/shanghai/79998892.html?s=0,上海天正软件有限公司,11-07,上海,数据挖掘技术专员
7000-9000/月,http://jobs.51job.com/guangzhou/82749662.html?s=0,有米科技股份有限公司,11-07,广州,数据挖掘工程师（校招岗位）
1800-3500/月,http://jobs.51job.com/beijing-hdq/80130288.html?s=0,中国科学院软件研究所,11-07,北京-海淀区,大数据挖掘系统研发实习生
1500以下/月,http://jobs.51job.com/shenzhen-nsq/80783038.html?s=0,TCL通讯科技控股有限公司,11-07,深圳-南山区,数据挖掘高级java工程师
Null,http://jobs.51job.com/shanghai-cnq/76733785.html?s=0,携程旅行网支持区,11-07,上海-长宁区,数据挖掘工程师
Null,http://jobs.51job.com/beijing/78476533.html?s=0,北京银港科技有限公司,11-07,北京,数据挖掘工程师
4500-5999/月,http://jobs.51job.com/xian/75978293.html?s=0,陕西中海华晟信息技术有限公司,11-07,西安,数据挖掘/分析工程师
20000-35000/月,http://jobs.51job.com/hangzhou/72764431.html?s=0,杭州泰一传媒有限公司,11-07,杭州,数据挖掘工程师(000418)
4000-8000/月,http://jobs.51job.com/guangzhou/73229734.html?s=0,广州动通互联网金融信息服务有限公司,11-07,广州,金融大数据挖掘工程师
4500-5999/月,http://jobs.51job.com/fuzhou-csq/81849874.html?s=0,北京科莱特信息技术有限公司,11-07,福州-仓山区,数据挖掘专员（高薪 五险一金 双休）
10000-14999/月,http://jobs.51job.com/shanghai-hpq/79647990.html?s=0,上海伟品资产管理有限公司,11-07,上海-黄浦区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/hangzhou/75433872.html?s=0,浙江运达风电股份有限公司,11-07,杭州,数据挖掘工程师（数据分析工程师）
100000-300000/年,http://jobs.51job.com/beijing-cyq/75568582.html?s=0,北京卓思天成数据咨询股份有限公司,11-07,北京-朝阳区,数据挖掘工程师
12000-20000/月,http://jobs.51job.com/chengdu/82096084.html?s=0,成都数联铭品科技有限公司,11-07,成都,中/高级数据挖掘工程师
15-20万/年,http://jobs.51job.com/shanghai/75394754.html?s=0,埃提斯生物技术（上海）有限公司,11-07,上海,数据挖掘工程师
20000-25000/月,http://jobs.51job.com/beijing/80927987.html?s=0,深圳市普兰软件有限公司,11-07,北京,高级数据挖掘工程师
20000-24999/月,http://jobs.51job.com/fuzhou/80141724.html?s=0,上海音达科技实业有限公司,11-07,福州,数据挖掘算法工程师（福州）
10000-14999/月,http://jobs.51job.com/suzhou-gyyq/59326954.html?s=0,苏州国云数据科技有限公司,11-07,苏州-工业园区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/shenzhen-lhq/80940474.html?s=0,深圳市鑫荣懋农产品股份有限公司,11-07,深圳-罗湖区,数据挖掘工程师
30-40万/年,http://jobs.51job.com/shanghai/75294433.html?s=0,传音控股上海研发中心,11-07,上海,数据挖掘专家（移动互联）
5000-99999/月,http://jobs.51job.com/shanghai-pdxq/63235310.html?s=0,卡得万利商业保理有限公司,11-07,上海-浦东新区,高级工程师（数据挖掘）
5000-15000/月,http://jobs.51job.com/tianjin-hdq/77067293.html?s=0,德信东源智能科技（北京）有限公司,11-07,天津-河东区,大数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing-hdq/80915009.html?s=0,北京中创信测科技股份有限公司,11-07,北京-海淀区,数据挖掘工程师（数洋智慧）
10000-14999/月,http://jobs.51job.com/shenzhen-ftq/71247538.html?s=0,华林证券股份有限公司,11-07,深圳-福田区,数据挖掘岗
10000+ /月,http://jobs.51job.com/shenzhen/75081669.html?s=0,国家超级计算深圳中心（深圳云计算中心）,11-07,深圳,数据挖掘
20000-24999/月,http://jobs.51job.com/shenzhen-nsq/81046741.html?s=0,招商银行股份有限公司信用卡中心,11-07,深圳-南山区,数据挖掘工程师
4500-5999/月,http://jobs.51job.com/guangzhou-hpq/76162836.html?s=0,广州市宝爵钟表有限公司,11-07,广州-黄埔区,数据分析专员/数据挖掘
4500-5999/月,http://jobs.51job.com/tianjin/64570673.html?s=0,福安易数据技术（天津）有限公司,11-07,天津,数据挖掘分析员
5000-10000/月,http://jobs.51job.com/wuxi/77719307.html?s=0,无锡知谷网络科技有限公司,11-07,无锡,产品经理（数据挖掘方向）
8000-9999/月,http://jobs.51job.com/beijing-cyq/80148442.html?s=0,方正宽带网络服务有限公司,11-07,北京-朝阳区,数据挖掘工程师(000924)
8000-20000/月,http://jobs.51job.com/shanghai-pdxq/77493749.html?s=0,上海挈引信息技术有限公司,11-07,上海-浦东新区,数据挖掘工程师
Null,http://jobs.51job.com/beihai/77726141.html?s=0,北部湾旅游股份有限公司,11-07,北海,数据挖掘/数据分析专员
5000-15000/月,http://jobs.51job.com/guangzhou/75109176.html?s=0,广州智数信息技术有限公司,11-08,广州,高级数据挖掘工程师
1500-1999/月,http://jobs.51job.com/wuxi-hsq/76468864.html?s=0,江苏大件无忧物流科技发展有限公司,11-07,无锡-惠山区,数据挖掘实习生
6000-12000/月,http://jobs.51job.com/hangzhou-xhq/74393023.html?s=0,浙江银江研究院有限公司,11-07,杭州-西湖区,数据挖掘工程师
6000-7999/月,http://jobs.51job.com/hefei-gxq/81394911.html?s=0,安徽科力信息产业有限责任公司,11-07,异地招聘,2017校招-数据挖掘工程师
4500-5999/月,http://jobs.51job.com/chongqing/73082805.html?s=0,重庆康洲大数据有限公司,11-07,重庆,数据挖掘工程师
Null,http://jobs.51job.com/shenzhen/80843456.html?s=0,深圳市腾讯计算机系统有限公司,11-07,深圳,MIG03-数据挖掘工程师（深圳）
8000-10000/月,http://jobs.51job.com/beijing-cyq/83091100.html?s=0,中科宇图科技股份有限公司,11-07,北京-朝阳区,数据挖掘工程师（实习）
20000-24999/月,http://jobs.51job.com/beijing-hdq/79408925.html?s=0,北京酷划在线网络技术有限公司,11-06,北京-海淀区,数据挖掘
15000-19999/月,http://jobs.51job.com/chengdu/83040759.html?s=0,深圳普惠快信金融服务有限公司,11-06,成都,数据挖掘工程
20000-30000/月,http://jobs.51job.com/shanghai-xhq/80786492.html?s=0,上海希楷实业有限公司,11-06,上海-徐汇区,数据挖掘工程师
10000-30000/月,http://jobs.51job.com/hangzhou/78035012.html?s=0,杭州拓云计算机信息系统有限公司,11-06,杭州,数据挖掘工程师
10-15万/年,http://jobs.51job.com/guangzhou-pyq/75421203.html?s=0,广州华夏经纬市场调查有限公司,11-06,广州-番禺区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/shanghai-pdxq/59623331.html?s=0,杭州海康威视数字技术股份有限公司上海研发分公司,11-06,上海-浦东新区,数据挖掘工程师
100000-300000/年,http://jobs.51job.com/guangzhou/83019627.html?s=0,广东简聘网信息技术有限公司,11-05,广州,数据挖掘工程师
12000-20000/月,http://jobs.51job.com/guangzhou-thq/80879708.html?s=0,广州邢帅教育科技有限公司,11-05,广州-天河区,数据挖掘分析师
8000-9999/月,http://jobs.51job.com/zhuhai/66361077.html?s=0,珠海格力电器股份有限公司,11-05,珠海,大数据挖掘工程师
8000-9999/月,http://jobs.51job.com/chengdu/78030552.html?s=0,四川久远银海软件股份有限公司,11-05,成都,数据挖掘工程师
9000-15000/月,http://jobs.51job.com/chongqing-ybq/76775959.html?s=0,思建科技有限公司,11-05,重庆-渝北区,中级数据挖掘算法工程师
8000-12000/月,http://jobs.51job.com/shenzhen-nsq/78812407.html?s=0,深圳市赛瑞产业研究有限公司,11-05,深圳-南山区,大数据挖掘工程师
1500-30000/月,http://jobs.51job.com/beijing-cyq/83011237.html?s=0,360金融,11-05,北京-朝阳区,数据挖掘岗
